,u_data,y_data
0,0.05488135039273248,0.012318092704393411
1,0.07151893663724194,0.04644748609724669
2,0.06027633760716439,0.08666980224035277
3,0.05448831829968969,0.10987353033434283
4,0.042365479933890476,0.10169253740432467
5,0.06458941130666561,0.07058802876067316
6,0.04375872112626925,0.033361436887169166
7,0.08917730007820798,0.013229094627389942
8,0.09636627605010294,0.029715200463319547
9,0.038344151882577775,0.061601329855753145
10,0.07917250380826646,0.0897218118084513
11,0.05288949197529045,0.10393578969382908
12,0.056804456109393234,0.0932516437293325
13,0.09255966382926611,0.07343546763120626
14,0.007103605819788694,0.043383873182092574
15,0.008712929970154071,-0.000682315720978364
16,0.002021839744032572,-0.03922409019088939
17,0.0832619845547938,-0.03860646289007324
18,0.07781567509498505,0.014953462900522206
19,0.08700121482468193,0.09488581556224931
20,0.0978618342232764,0.16618455108224053
21,0.07991585642167237,0.18916519921043312
22,0.04614793622529319,0.1417685121487036
23,0.07805291762864555,0.05591572500611638
24,0.011827442586893323,-0.030214984033732
25,0.06399210213275239,-0.08021197821547155
26,0.014335328740904641,-0.07317369311158302
27,0.0944668917049584,-0.009020933505153709
28,0.05218483217500717,0.0874366452158249
29,0.04146619399905236,0.15759150826092228
30,0.0264555612104627,0.16070948902399076
31,0.07742336894342167,0.10745794121529045
32,0.04561503322165486,0.03427770546012688
33,0.05684339488686485,-0.02689155340898211
34,0.0018789800436355142,-0.059185447454266224
35,0.06176354970758771,-0.048467771480378924
36,0.06120957227224214,0.010599673117470766
37,0.0616933996874757,0.08832512062399928
38,0.09437480785146242,0.15461047290265725
39,0.06818202991034834,0.17644481405573506
40,0.035950790057378605,0.1311933734037996
41,0.04370319537993415,0.0433848002629625
42,0.06976311959272649,-0.033289385970041
43,0.006022547162926984,-0.07340504280265506
44,0.06667667154456677,-0.061337757099690554
45,0.06706378696181595,0.007333271532844755
46,0.021038256107384093,0.08766391098489137
47,0.01289262976548533,0.12975690085062302
48,0.03154283509241839,0.11731606035723842
49,0.03637107709426226,0.06548434291771771
50,0.05701967704178797,0.007925739919692677
51,0.043860151346232036,-0.02709640516795146
52,0.09883738380592262,-0.015980506096932853
53,0.010204481074802808,0.025501599236052844
54,0.020887675609483472,0.059830003703291286
55,0.016130951788499628,0.07313248264608319
56,0.06531083254653984,0.07053882649184548
57,0.025329160253978213,0.05611701877763287
58,0.04663107728563063,0.03336888953220736
59,0.024442559200160276,0.012907116192785856
60,0.01589695836455197,-0.003036047785935187
61,0.011037514116430515,-0.010632496509127889
62,0.06563295894652735,0.00413763013280041
63,0.01381829513486138,0.03361052046923838
64,0.019658236168005352,0.05360189295362192
65,0.036872517066096414,0.060782353425010684
66,0.08209932298479351,0.06656898591396417
67,0.009710127579306128,0.06203445100437996
68,0.0837944907498804,0.050705746202677315
69,0.009609840789396307,0.03787472213059099
70,0.09764594650133958,0.03296244522113619
71,0.04686512016477016,0.04559329908566218
72,0.09767610881903371,0.06914856320576317
73,0.0604845519745046,0.09473598745282515
74,0.07392635793983017,0.10474565773456228
75,0.003918779225432068,0.08250377843723522
76,0.028280696257640958,0.03109785360575708
77,0.01201965612131689,-0.022031327818300715
78,0.029614019752214494,-0.05259778346439705
79,0.011872771895424405,-0.04840812199674263
80,0.0317983179393976,-0.013043400490123924
81,0.041426299451467,0.042117658067454676
82,0.006414749634878436,0.08526887894862173
83,0.06924721193700199,0.10344897958616947
84,0.05666014542065752,0.10024974112320223
85,0.026538949093944542,0.06917393245857328
86,0.05232480534666997,0.02620698816579822
87,0.009394051075844168,-0.012103247164629976
88,0.05759464955561793,-0.02755927375050837
